tool	yearPublished	journal	impactFactor(2017)	Journal H5-index(2017)	totalCitations(2017)	totalCitations(2020)	H-index: (Corresponding author)(2017)	M-index (Corresponding author)(2017)	H (2020)	M (2020)	Versions	Commits (Github)	Contributers (Github)	Github repo	fullCite	
slingshot	2018	BMC genomics	NA	NA	NA	236	NA		Sandrine Dudoit:57	2.71	1	487	5	https://github.com/kstreet13/slingshot	Street K, Risso D, Fletcher RB, Das D, Ngai J, Yosef N, Purdom E, Dudoit S. Slingshot: cell lineage and pseudotime inference for single-cell transcriptomics. BMC genomics. 2018 Dec 1;19(1):477.	
smalt	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	Ponstingl, H., & Ning, Z. (2010). SMALT-a new mapper for DNA sequencing reads. F1000 Posters, 1(L313).   http://www.sanger.ac.uk/science/tools/smalt-0	
snap	2011	arXiv Data Structures and Algorithms (cs.DS)	NA	53	26	155	Matei Zaharia:26	Matei Zaharia:2.8	Matei Zaharia:50	3.13	1	521	1	https://github.com/mateiz/snap	Zaharia, Matei, et al. "Faster and more accurate sequence alignment with SNAP." arXiv preprint arXiv:1111.5572 (2011).	
sniffles	2018	Nature methods	NA	NA	NA	370	3.94		Michael Schatz:63	3.94	1.012	181	5	https://github.com/fritzsedlazeck/Sniffles	Sedlazeck FJ, Rescheneder P, Smolka M, Fang H, Nattestad M, Von Haeseler A, Schatz MC. Accurate detection of complex structural variations using single-molecule sequencing. Nature methods. 2018 Jun;15(6):461-8.	
snpruler	2010	Bioinformatics	4.981	106	74	158	Weichuan Yu:21	Weichuan Yu:1.24	Weichuan Yu:30	0.77	NA	NA	NA	NA	Wan, X., Yang, C., Yang, Q., Xue, H., Tang, N. L., & Yu, W. (2010). Predictive rule inference for epistatic interaction detection in genome-wide association studies. Bioinformatics, 26(1), 30-37.	
snver	2011	Nucleic acids research	9.100	172	102	246	Zhi Wei:21	Zhi Wei:2.33	Zhi Wei:41	2.28	NA	NA	NA	NA	Wei, Z., Wang, W., Hu, P., Lyon, G. J., & Hakonarson, H. (2011). SNVer: a statistical tool for variant calling in analysis of pooled or individual next-generation sequencing data. Nucleic acids research, 39(19), e132-e132.	
soap	2008	Bioinformatics	4.981	106	1262	2264	NA	NA	NA	NA	1	NA	NA	NA	Li, R., Li, Y., Kristiansen, K., & Wang, J. (2008). SOAP: short oligonucleotide alignment program. Bioinformatics, 24(5), 713-714.	
soap2	2009	Bioinformatics	4.981	106	1588	3292	NA	NA	NA	NA	2	NA	NA	NA	Li, R., Yu, C., Li, Y., Lam, T.-W., Yiu, S.-M., Kristiansen, K., & Wang, J. (2009). SOAP2: an improved ultrafast tool for short read alignment. Bioinformatics (Oxford, England), 25(15), 1966–7. doi:10.1093/bioinformatics/btp336	
soapdenovo	2012; 2010	Gigascience; Genome research	14.630	107	535; 1322	3074; 	NA	NA	Tak-Wah Lam:40	1.29	2.41	50	7	https://github.com/aquaskyline/SOAPdenovo2	Luo, Ruibang, Binghang Liu, Yinlong Xie, Zhenyu Li, Weihua Huang, Jianying Yuan, Guangzhu He et al. "SOAPdenovo2: an empirically improved memory-efficient short-read de novo assembler." Gigascience 1, no. 1 (2012): 18.; Li, Ruiqiang, Hongmei Zhu, Jue Ruan, Wubin Qian, Xiaodong Fang, Zhongbin Shi, Yingrui Li et al. "De novo assembly of human genomes with massively parallel short read sequencing." Genome research 20, no. 2 (2010): 265-272.	
soapec	2010	Genome research	14.630	107	1322	2636	NA	NA	NA	NA	NA	NA	NA	NA	Li, Ruiqiang, Hongmei Zhu, Jue Ruan, Wubin Qian, Xiaodong Fang, Zhongbin Shi, Yingrui Li et al. "De novo assembly of human genomes with massively parallel short read sequencing." Genome research 20, no. 2 (2010): 265-272.	
soapfuse	2013	Genome biology	NA	NA	NA	143	NA		Guangwu Guo:25	2.08	1	NA	NA	NA	Jia W, Qiu K, He M, Song P, Zhou Q, Zhou F, Yu Y, Zhu D, Nickerson ML, Wan S, Liao X. SOAPfuse: an algorithm for identifying fusion transcripts from paired-end RNA-Seq data. Genome biology. 2013 Feb 1;14(2):R12.	
soapsplice	2011	Frontiers in genetics	NA	NA	NA	131	NA		Siu-Ming Yiu:53	2.04	1.1	NA	NA	NA	Huang S, Zhang J, Li R, Zhang W, He Z, Lam TW, Peng Z, Yiu SM. SOAPsplice: genome-wide ab initio detection of splice junctions from RNA-Seq data. Frontiers in genetics. 2011 Jul 7;2:46.	
soapstar	2009	Bioinformatics	4.981	106	1588	3292	NA	NA	NA	NA	NA	NA	NA	NA	Li, R., Yu, C., Li, Y., Lam, T.-W., Yiu, S.-M., Kristiansen, K., & Wang, J. (2009). SOAP2: an improved ultrafast tool for short read alignment. Bioinformatics (Oxford, England), 25(15), 1966–7. doi:10.1093/bioinformatics/btp336	
soaptrans	2014	Bioinformatics	NA	NA	NA	693	NA		Gane Ka-Shu Wong:66	2.06	1.04	5	1	https://github.com/aquaskyline/SOAPdenovo-Trans	Xie Y, Wu G, Tang J, Luo R, Patterson J, Liu S, Huang W, He G, Gu S, Li S, Zhou X. SOAPdenovo-Trans: de novo transcriptome assembly with short RNA-Seq reads. Bioinformatics. 2014 Jun 15;30(12):1660-6.	
socrates	2014	Bioinformatics	NA	NA	NA	74	NA		Professor Tony Papenfuss:46	2.30	1	NA	NA	NA	Schröder J, Hsu A, Boyle SE, Macintyre G, Cmero M, Tothill RW, Johnstone RW, Shackleton M, Papenfuss AT. Socrates: identification of genomic rearrangements in tumour genomes by re-aligning soft clipped reads. Bioinformatics. 2014 Apr 15;30(8):1064-72.	
softsearch	2013	PloS one	NA	NA	NA	48	NA		Jean-Pierre Kocher:57	1.90	1	NA	NA	NA	Hart SN, Sarangi V, Moore R, Baheti S, Bhavsar JD, Couch FJ, Kocher JP. SoftSearch: integration of multiple sequence features to identify breakpoints of structural variations. PloS one. 2013 Dec 16;8(12):e83356.	
softsv	2016	Briefings in bioinformatics	NA	NA	NA	32	NA		NA	NA	1	NA	NA	NA	Bartenhagen C, Dugas M. Robust and exact structural variation detection with paired-end and soft-clipped alignments: SoftSV compared with eight algorithms. Briefings in bioinformatics. 2016 Jan 1;17(1):51-62.	
solodel	2015	Bioinformatics	NA	NA	NA	4	NA		Doheon Lee:39	1.39	1	NA	NA	NA	Kim J, Kim S, Nam H, Kim S, Lee D. SoloDel: a probabilistic model for detecting low-frequent somatic deletions from unmatched sequencing data. Bioinformatics. 2015 Oct 1;31(19):3105-13.	
spades	2012	Journal of computational biology	1.737	31	559	9876	 Max A. Alekseyev:14	 Max A. Alekseyev:1.17	 Max A. Alekseyev:19	1.00	3.141	13038	47	https://github.com/ablab/spades	Bankevich, Anton, Sergey Nurk, Dmitry Antipov, Alexey A. Gurevich, Mikhail Dvorkin, Alexander S. Kulikov, Valery M. Lesin et al. "SPAdes: a new genome assembly algorithm and its applications to single-cell sequencing." Journal of Computational Biology 19, no. 5 (2012): 455-477.	
spadesrna	2019	GigaScience	NA	NA	NA	61	NA		Andrey Prjibelski:9	1.13	3.141	13038	47	https://github.com/ablab/spades	Bushmanova E, Antipov D, Lapidus A, Prjibelski AD. rnaSPAdes: a de novo transcriptome assembler and its application to RNA-Seq data. GigaScience. 2019 Sep;8(9):giz100.	
spadessc	2012	Journal of computational biology	1.737	31	559	9876	 Max A. Alekseyev:14	 Max A. Alekseyev:1.17	 Max A. Alekseyev:19	1.00	3.141	13038	47	https://github.com/ablab/spades	Bankevich, Anton, Sergey Nurk, Dmitry Antipov, Alexey A. Gurevich, Mikhail Dvorkin, Alexander S. Kulikov, Valery M. Lesin et al. "SPAdes: a new genome assembly algorithm and its applications to single-cell sequencing." Journal of Computational Biology 19, no. 5 (2012): 455-477.	
sparse	2012	BMC bioinformatics	2.576	74	34	137	Mihai Pop:42	Mihai Pop:3.5	Mihai Pop:56	2.33	NA	NA	NA	NA	Ye, C., Ma, Z. S., Cannon, C. H., Pop, M., & Douglas, W. Y. (2012). Exploiting sparseness in de novo genome assembly. BMC bioinformatics, 13(Suppl 6), S1.	
sparseassembler	2012	BMC bioinformatics	2.576	74	34	137	Mihai Pop:42	Mihai Pop:3.5	Mihai Pop:56	2.33	NA	NA	NA	NA	Ye, C., Ma, Z. S., Cannon, C. H., Pop, M., & Douglas, W. Y. (2012). Exploiting sparseness in de novo genome assembly. BMC bioinformatics, 13(Suppl 6), S1.	
spcomp	2013	Bioinformatics	4.981	106	24	58	NA	NA	NA	NA	1	6	1	https://github.com/KoenigLabNM/SplicingCompass	Aschoff, Moritz, Agnes Hotz-Wagenblatt, Karl-Heinz Glatting, Matthias Fischer, Roland Eils, and Rainer König. "SplicingCompass: differential splicing detection using RNA-Seq data." Bioinformatics (2013): btt101.	
specarray	2005	Molecular & Cellular Proteomics	6.564	74	192	227	NA	NA	NA	NA	NA	NA	NA	NA	Li, X. J., Eugene, C. Y., Kemp, C. J., Zhang, H., & Aebersold, R. (2005). A software suite for the generation and comparison of peptide arrays from sets of data collected by liquid chromatography-mass spectrometry. Molecular & Cellular Proteomics, 4(9), 1328-1340.	
sprites	2016	Bioinformatics	NA	NA	NA	16	NA		Jianxin Wang:45	2.25	1.3	132	1	https://github.com/zhangzhen/sprites	Zhang Z, Wang J, Luo J, Ding X, Zhong J, Wang J, Wu FX, Pan Y. Sprites: detection of deletions from sequencing data by re-aligning split reads. Bioinformatics. 2016 Jun 15;32(12):1788-96.	
spt	2007	Information and Media Technologies	NA	12	33	45	Hisashi Kashima:24; Tetsuji Kuboyama:11	Hisashi Kashima:2; Tetsuji Kuboyama:0.69	Hisashi Kashima:39; Tetsuji Kuboyama:14	1.77; 0.67	NA	NA	NA	NA	Kuboyama, Tetsuji, Kouichi Hirata, Hisashi Kashima, Kiyoko F. Aoki-Kinoshita, and Hiroshi Yasuda. "A spectrum tree kernel." Information and Media Technologies 2, no. 1 (2007): 292-299.	
srmapper	2012	Bioinformatics	4.981	106	9	21	NA	NA	NA	NA	NA	NA	NA	NA	Gontarz, P. M., Berger, J., & Wong, C. F. (2012). SRmapper: a fast and sensitive genome-hashing alignment tool. Bioinformatics, bts712.	
ssaha	2001	Genome research	14.630	107	863	1158	Jim Mullikin:65	Jim Mullikin:4.64	Jim Mullikin:92	2.88	NA	NA	NA	NA	Ning, Z., Cox, A. J., & Mullikin, J. C. (2001). SSAHA: a fast search method for large DNA databases. Genome research, 11(10), 1725-1729.	
ssake	2007	Bioinformatics	4.981	106	411	625	René L Warren:22	René L Warren:1.29	René L Warren:34	1.48	4	61	1	https://github.com/bcgsc/SSAKE	Warren, René L., Granger G. Sutton, Steven JM Jones, and Robert A. Holt. "Assembling millions of short DNA sequences using SSAKE." Bioinformatics23, no. 4 (2007): 500-501.	
ssap	1989	Journal of molecular biology	‎4.333	62	742	863	Christine Orengo:67	Christine Orengo:3.05	Christine Orengo:82	2.65	NA	NA	NA	NA	Taylor, W. R., & Orengo, C. A. (1989). Protein structure alignment. Journal of molecular biology, 208(1), 1-22.	
ssc	2015	Genome Research	NA	NA	NA	340	NA		Myles Brown:108	2.35	1	NA	NA	NA	Xu H, Xiao T, Chen CH, Li W, Meyer CA, Wu Q, et al. Sequence determinants of improved CRISPR sgRNA design. Genome Research. 2015;25(8):1147–1157. pmid:26063738	
ssearch	1991	Genomics	2.284	30	501	681	William Pearson:43	William Pearson:1.43	William Pearson:51	1.11	36.38	466	2	https://github.com/wrpearson/fasta36	Pearson, William R. "Searching protein sequence libraries: comparison of the sensitivity and selectivity of the Smith-Waterman and FASTA algorithms."Genomics 11, no. 3 (1991): 635-650.	
ssm	2003	NA	NA	NA	55	66	E Krissinel:29; Kim Henrick:45	E Krissinel:1.71; Kim Henrick:2.37	E Krissinel:34; Kim Henrick:51	1.03; 1.06	NA	NA	NA	NA	Krissinel, E., & Henrick, K. (2003, September). Protein structure comparison in 3D based on secondary structure matching (SSM) followed by C-alpha alignment, scored by a new structural similarity function. In Proceedings of the 5th international conference on molecular structural biology (Vol. 88). Vienna.	
sst	2001	Proc. of Neural Information Processing Systems (NIPS'01)	NA	NA	828	1129	Michael Collins:47; Nigel Duffy:10	Michael Collins:2.16; Nigel Duffy:0.67	Michael Collins:57; Nigel Duffy:17	2.28; 0.81	NA	NA	NA	NA	Collins, Michael, and Nigel Duffy. "Convolution kernels for natural language." InAdvances in neural information processing systems, pp. 625-632. 2001.	
st	2004	Kernel methods in computational biology (book)	NA	NA	338	439	S V N Vishwanathan:31; Alex Smola:88	S V N Vishwanathan:2.58; Alex Smola:5.5	S V N Vishwanathan:42; Alex Smola:126	2.1; 3.82	NA	NA	NA	NA	Vishwanathan, S. V. N., and Alexander Johannes Smola. "Fast kernels for string and tree matching." Kernel methods in computational biology (2004): 113-130.	
star	2013	Bioinformatics	NA	NA	NA	15081	NA		Alexander Dobin:34	1.42	2.77	977	31	https://github.com/alexdobin/STAR	Dobin A, Davis CA, Schlesinger F, Drenkow J, Zaleski C, Jha S, Batut P, Chaisson M, Gingeras TR. STAR: ultrafast universal RNA-seq aligner. Bioinformatics. 2013 Jan 1;29(1):15-21.	
starbeast	2010	Molecular biology and evolution	9.105	65	1000	2209	Joseph Heled:10	Joseph Heled:1.43	Joseph Heled:21	1.62	1	NA	NA	NA	Heled, J., & Drummond, A. J. (2010). Bayesian inference of species trees from multilocus data. Molecular biology and evolution, 27(3), 570-580.	
starchip	2018	Bioinformatics	NA	NA	NA	14	NA		Nicholas K. Akers:12	1.00	1.3	66	1	https://github.com/LosicLab/starchip	Akers NK, Schadt EE, Losic B. STAR Chimeric Post for rapid detection of circular RNA and fusion transcripts. Bioinformatics. 2018 Jul 15;34(14):2364-70.	
starfusion	2017	BioRxiv	NA	NA	NA	62	NA		NA	NA	1.91	557	6	https://github.com/STAR-Fusion/STAR-Fusion	Haas BJ, Dobin A, Stransky N, Li B, Yang X, Tickle T, Bankapur A, Ganote C, Doak TG, Pochet N, Sun J. STAR-Fusion: fast and accurate fusion transcript detection from RNA-Seq. BioRxiv. 2017 Jan 1:120295.	
starseqr	2018	NA	NA	NA	NA	1	NA		Jasper JS:13	1.44	1.67	336	1	https://github.com/ExpressionAnalysis/STAR-SEQR	Jasper J, Powers JG, Weigman VJ. STAR-SEQR: Accurate fusion detection and support for fusion neoantigen applications.	
stemnet	2017	Nature cell biology	NA	NA	NA	367	NA		Andreas Trumpp:67	2.31	1	11	2	https://git.embl.de/velten/STEMNET	Velten L, Haas SF, Raffel S, Blaszkiewicz S, Islam S, Hennig BP, Hirche C, Lutz C, Buss EC, Nowak D, Boch T. Human haematopoietic stem cell lineage commitment is a continuous process. Nature cell biology. 2017 Apr;19(4):271-81.	
strcutal	1993	Current Biology	9.571	95	182	221	Michael Levitt:84	Michael Levitt:2.21	Michael Levitt:93	1.82	1	NA	NA	NA	Subbiah, S., Laurents, D. V., & Levitt, M. (1993). Structural similarity of DNA-binding domains of bacteriophage repressors and the globin core. Current Biology, 3(3), 141-148.	
subread	2013	Nucleic acids research	NA	NA	NA	1497	NA		Wei Shi:40	1.90	2.01	NA	NA	NA	Liao Y, Smyth GK, Shi W. The Subread aligner: fast, accurate and scalable read mapping by seed-and-vote. Nucleic acids research. 2013 May 1;41(10):e108-.	
sv	NA	NA	NA	NA	NA	NA	NA		Victor Guryev:45	2.05	1	12	1	https://github.com/Vityay/1-2-3-SV	NA	
svaba	2018	Genome Research	NA	NA	NA	101	NA		Rameen Beroukhim:124	4.96	1.1	425	3	https://github.com/walaj/svaba	Wala JA, Bandopadhayay P, Greenwald NF, O'Rourke R, Sharpe T, Stewart C, Schumacher S, Li Y, Weischenfeldt J, Yao X, Nusbaum C. SvABA: genome-wide detection of structural variants and indels by local assembly. Genome research. 2018 Apr 1;28(4):581-91.	
svdetect	2010	Bioinformatics	NA	NA	NA	210	NA		Bruno Zeitouni:6	0.46	1.7	NA	NA	NA	Zeitouni B, Boeva V, Janoueix-Lerosey I, Loeillet S, Legoix-Né P, Nicolas A, Delattre O, Barillot E. SVDetect: a tool to identify genomic structural variations from paired-end and mate-pair sequencing data. Bioinformatics. 2010 Aug 1;26(15):1895-6.	
svelter	2016	Genome biology	NA	NA	NA	30	NA		Ryan E. Mills:43	2.53	1.12	191	2	https://github.com/mills-lab/svelter	Zhao X, Emery SB, Myers B, Kidd JM, Mills RE. Resolving complex structural genomic rearrangements using a randomized approach. Genome biology. 2016 Dec;17(1):1-3.	
svfinder	2014	Cancer Informatics	NA	NA	NA	15	NA		Zhaohui (Steve) Qin:47	2.14	1	9	1	https://github.com/cauyrd/SVfinder	Yang R, Chen L, Newman S, Gandhi K, Doho G, Moreno CS, Vertino PM, Bernal-Mizarchi L, Lonial S, Boise LH, Rossi M. Integrated analysis of whole-genome paired-end and mate-pair sequencing data for identifying genomic structural variations in multiple myeloma. Cancer Informatics. 2014 Jan;13:CIN-S13783.	
svseq	2012	BMC bioinformatics	NA	NA	NA	72	NA		Jin Zhang:13	1.44	2.2	NA	NA	NA	Zhang J, Wang J, Wu Y. An improved approach for accurate and efficient calling of structural variations with low-coverage sequence data. InBMC bioinformatics 2012 Dec 1 (Vol. 13, No. S6, p. S6). BioMed Central.	
swissmodel	2003	Nucleic acids research	9.100	172	4243	5680	Torsten Schwede:37	Torsten Schwede:2.85	Torsten Schwede:55	2.62	1	NA	NA	NA	Schwede, T., Kopp, J., Guex, N., & Peitsch, M. C. (2003). SWISS-MODEL: an automated protein homology-modeling server. Nucleic acids research, 31(13), 3381-3385.	
taipan	2009	Bioinformatics	4.981	106	52	67	Bertil Schmidt:30	Bertil Schmidt:2	Bertil Schmidt:40	1.38	1	NA	NA	NA	Schmidt, Bertil, Ranjan Sinha, Bryan Beresford-Smith, and Simon J. Puglisi. "A fast hybrid short read fragment assembly algorithm." Bioinformatics 25, no. 17 (2009): 2279-2280.	
targetrna	2008	Nucleic acids research	9.100	172	88	152	Brian Tjaden:16	Brian Tjaden:1.33	Brian Tjaden:24	1.26	1	NA	NA	NA	Tjaden, B. (2008). TargetRNA: a tool for predicting targets of small RNA action in bacteria. Nucleic acids research, 36(suppl 2), W109-W113.	
targetrna2	2014	Nucleic acids research	9.100	172	9	124	Brian Tjaden:16	Brian Tjaden:1.33	Brian Tjaden:24	1.26	NA	NA	NA	NA	Kery, M. B., Feldman, M., Livny, J., & Tjaden, B. (2014). TargetRNA2: identifying targets of small regulatory RNAs in bacteria. Nucleic Acids Research, 42(Web Server issue), W124–9. doi:10.1093/nar/gku317	
taxatortk	2015	Bioinformatics	4.981	106	7	78	Alice Carolyn McHardy:32	Alice Carolyn McHardy:2.67	Alice Carolyn McHardy:47	2.76	1.33	155	2	https://github.com/fungs/taxator-tk	Dröge, Johannes, Ivan Gregor, and A. C. McHardy. "Taxator-tk: precise taxonomic assignment of metagenomes by fast approximation of evolutionary neighborhoods." Bioinformatics 31, no. 6 (2015): 817-824.	
tcoffee	2000	Journal of molecular biology	‎4.333	62	4733	7084	Cedric Notredame:35	Cedric Notredame:2.5	Cedric Notredame:50	1.92	13.45	1610	15	https://github.com/cbcrg/tcoffee	Notredame, Cédric, Desmond G. Higgins, and Jaap Heringa. "T-Coffee: A novel method for fast and accurate multiple sequence alignment." Journal of molecular biology 302, no. 1 (2000): 205-217.	
team	2010	Bioinformatics	4.981	106	82	176	NA	NA	NA	NA	NA	NA	NA	NA	Zhang, X., Huang, S., Zou, F., & Wang, W. (2010). TEAM: efficient two-locus epistasis tests in human genome-wide association study. Bioinformatics,26(12), i217-i227.	
tiddit	2017	F1000Research	NA	NA	NA	37	NA		Anna Lindstrand:21	1.75	2.12	391	4	https://github.com/J35P312/TIDDIT	Eisfeldt J, Vezzi F, Olason P, Nilsson D, Lindstrand A. TIDDIT, an efficient and comprehensive structural variant caller for massive parallel sequencing data. F1000Research. 2017;6.	
tmap	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.121	1659	5	https://github.com/iontorrent/TMAP	https://github.com/iontorrent/TMAP	
tophat	2013	Genome biology	NA	NA	NA	9656	NA		Daehwan Kim:9	1.00	2.1	4353	6	https://github.com/infphilo/tophat	Kim D, Pertea G, Trapnell C, Pimentel H, Kelley R, Salzberg SL. TopHat2: accurate alignment of transcriptomes in the presence of insertions, deletions and gene fusions. Genome biology. 2013 Apr 1;14(4):R36.	
tophatfusion	2011	Genome Biology	10.800	83	1315	642	Daehwan Kim:4	Daehwan Kim:1	Daehwan Kim:9	1.00	2.11	4353	6	https://github.com/infphilo/tophat	Kim D, Salzberg SL. TopHat-Fusion: an algorithm for discovery of novel fusion transcripts. Genome biology. 2011 Aug;12(8):1-5.	
topslam	2016	BioRxiv	NA	NA	NA	16	NA		NA	NA	1	93	1	https://github.com/mzwiessele/topslam	Zwiessele M, Lawrence ND. Topslam: Waddington landscape recovery for single cell experiments. BioRxiv. 2016 Jan 1:057778.	
transabyss	2010	Nature methods	32.072	125	382	879	Inanc Birol:36	Inanc Birol:4.5	Inanc Birol:57	2.19	2.01	105	3	https://github.com/bcgsc/transabyss	Robertson, G., Schein, J., Chiu, R., Corbett, R., Field, M., Jackman, S. D., ... & Birol, I. (2010). De novo assembly and analysis of RNA-seq data. Nature methods, 7(11), 909-912.	
trinity	2011	Nature biotechnology	41.514	141	2253	10350	Nir Friedman:76	Nir Friedman:4.47	Nir Friedman:91	3.50	2.11	1550	29	https://github.com/trinityrnaseq/trinityrnaseq	Grabherr, M. G., Haas, B. J., Yassour, M., Levin, J. Z., Thompson, D. A., Amit, I., ... & Regev, A. (2011). Full-length transcriptome assembly from RNA-Seq data without a reference genome. Nature biotechnology, 29(7), 644-652.	
trinityfusionc	NA	NA	NA	NA	NA	NA	NA		NA	NA	1.35	40	1	https://github.com/trinityrnaseq/TrinityFusion	NA	
trinityfusiond	NA	NA	NA	NA	NA	NA	NA		NA	NA	1.35	40	1	https://github.com/trinityrnaseq/TrinityFusion	NA	
trinityfusionuc	NA	NA	NA	NA	NA	NA	NA		NA	NA	1.35	40	1	https://github.com/trinityrnaseq/TrinityFusion	NA	1-2-3-SV
tscan	2016	Nucleic acids research	NA	NA	NA	262	NA		Hongkai Ji:35	1.75	1	67	1	https://github.com/zji90/TSCAN	Ji Z, Ji H. TSCAN: Pseudo-time reconstruction and evaluation in single-cell RNA-seq analysis. Nucleic acids research. 2016 Jul 27;44(13):e117-.	
tuscan	2018	The CRISPR Journal	NA	NA	NA	20	NA		Denis C. Bauer:19	1.27	1	29	3	https://github.com/BauerLab/TUSCAN	Wilson LO, Reti D, O’Brien AR, Dunne RA, Bauer DC. High activity target-site identification using phenotypic independent CRISPR-Cas9 core functionality. The CRISPR Journal. 2018;1(2):182–190. pmid:31021206	
ublast	2010	Bioinformatics	NA	NA	NA	13356	NA		Robert C. Edgar:37	2.06	11	NA	NA	NA	Edgar RC. Search and clustering orders of magnitude faster than BLAST. Bioinformatics. 2010 Oct 1;26(19):2460-1.	
ulysses	2015	Bioinformatics	NA	NA	NA	15	NA		Gilles Fischer:25	1.00	1	NA	NA	NA	Gillet-Markowska A, Richard H, Fischer G, Lafontaine I. Ulysses: accurate detection of low-frequency structural variations in large insert-size sequencing libraries. Bioinformatics. 2015 Mar 15;31(6):801-8.	
upmes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
urd	2018	Science	NA	NA	NA	246	NA		Alexander F Schier:99	3.30	1.11	199	3	https://github.com/farrellja/URD	Farrell JA, Wang Y, Riesenfeld SJ, Shekhar K, Regev A, Schier AF. Single-cell reconstruction of developmental trajectories during zebrafish embryogenesis. Science. 2018 Jun 1;360(6392).	
usearch	2010	Bioinformatics	NA	NA	NA	13356	NA		Robert C. Edgar:37	2.06	11	NA	NA	NA	Edgar RC. Search and clustering orders of magnitude faster than BLAST. Bioinformatics. 2010 Oct 1;26(19):2460-1.	
variationhunter	2009	Genome research	NA	NA	NA	366	NA		Evan Eichler:166	4.49	1	NA	NA	NA	Hormozdiari F, Alkan C, Eichler EE, Sahinalp SC. Combinatorial algorithms for structural variation detection in high-throughput sequenced genomes. Genome research. 2009 Jul 1;19(7):1270-8.	
varscan	2012	Genome research	14.630	107	678	2900	NA	Richard K. Wilson:6.94	NA	NA	2.43	10	1	https://github.com/dkoboldt/varscan	Koboldt, D.C., Zhang, Q., Larson, D.E., Shen, D., McLellan, M.D., Lin, L., Miller, C.A., Mardis, E.R., Ding, L. and Wilson, R.K., 2012. VarScan 2: somatic mutation and copy number alteration discovery in cancer by exome sequencing. Genome research, 22(3), pp.568-576.	
vcake	2007	Bioinformatics	4.981	106	233	333	William Jeck:12	William Jeck:1.5	William Jeck:15	1.15	NA	NA	NA	NA	Jeck, William R., Josephine A. Reinhardt, David A. Baltrus, Matthew T. Hickenbotham, Vincent Magrini, Elaine R. Mardis, Jeffery L. Dangl, and Corbin D. Jones. "Extending assembly of short DNA sequences to handle error."Bioinformatics 23, no. 21 (2007): 2942-2944.	
velvet	2008	Genome research	14.630	107	4136	9101	Ewan Birney:92	Ewan Birney:6.13	Ewan Birney:124	4.43	1.21	400	12	https://github.com/dzerbino/velvet	Zerbino, Daniel R., and Ewan Birney. "Velvet: algorithms for de novo short read assembly using de Bruijn graphs." Genome research 18, no. 5 (2008): 821-829.	
wanderlust	2014	Cell	NA	NA	NA	621	NA		Garry Nolan:102	2.83	1	NA	NA	NA	Bendall SC, Davis KL, Amir EA, Tadmor MD, Simonds EF, Chen TJ, Shenfeld DK, Nolan GP, Pe’er D. Single-cell trajectory detection uncovers progression and regulatory coordination in human B cell development. Cell. 2014 Apr 24;157(3):714-25.	
waterfall	2015	Cell stem cell	NA	NA	NA	497	NA		Hongjun Song:92	3.54	1	NA	NA	NA	Shin J, Berg DA, Zhu Y, Shin JY, Song J, Bonaguidi MA, Enikolopov G, Nauen DW, Christian KM, Ming GL, Song H. Single-cell RNA-seq with waterfall reveals molecular cascades underlying adult neurogenesis. Cell stem cell. 2015 Sep 3;17(3):360-72.	
wham	2015	PLoS computational biology	NA	NA	NA	46	NA		Mark Yandell:64	2.13	1.8	644	9	https://github.com/zeeev/wham	Kronenberg ZN, Osborne EJ, Cone KR, Kennedy BJ, Domyan ET, Shapiro MD, Elde NC, Yandell M. Wham: identifying structural variants of biological consequence. PLoS computational biology. 2015 Dec 1;11(12):e1004572.	
wishbone	2014	Cell	NA	NA	NA	621	NA		Garry Nolan:102	2.83	1	NA	NA	NA	Bendall SC, Davis KL, Amir EA, Tadmor MD, Simonds EF, Chen TJ, Shenfeld DK, Nolan GP, Pe’er D. Single-cell trajectory detection uncovers progression and regulatory coordination in human B cell development. Cell. 2014 Apr 24;157(3):714-25.	
wmrpmp	1996	Systematic biology	14.387	57	74	86	NA	NA	Fredrik Ronquist:63	2.03	NA	NA	NA	NA	Ronquist, Fredrik. "Matrix representation of trees, redundancy, and weighting."Systematic Biology (1996): 247-253.	
woodhams	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
wublast	2003	Nucleic acids research	9.100	172	134	159	NA	NA	Warren Gish:23	0.61	NA	NA	NA	NA	Lopez, Rodrigo, Ville Silventoinen, Stephen Robinson, Asif Kibria, and Warren Gish. "WU-Blast2 server at the European bioinformatics institute." Nucleic acids research 31, no. 13 (2003): 3795-3798.	
wucrispr	2015	Genome Biology	NA	NA	NA	143	NA		Xiaowei Wang:38	1.73	1	12	1	https://github.com/wang-lab/WU-CRISPR	Wong N, Liu W, Wang X. WU-CRISPR: Characteristics of functional guide RNAs for the CRISPR/Cas9 system. Genome Biology. 2015;16(1):1–8.	
